age,job,marital,education,balance,housing,loan,day,month
32,self-employed,divorced,tertiary,3271,no,no,4,may
44,self-employed,married,unknown,163,yes,no,4,may
39,management,single,tertiary,1515,yes,no,4,may
45,blue-collar,married,primary,803,yes,no,4,may
32,blue-collar,single,secondary,400,no,no,4,may
39,management,single,tertiary,2454,yes,no,4,may
30,management,single,tertiary,533,no,no,4,may
63,management,married,unknown,2352,no,no,4,may
56,retired,married,primary,9367,no,no,4,may
26,technician,single,secondary,237,yes,no,4,may
37,student,single,unknown,444,no,no,4,may
29,management,single,tertiary,9407,no,no,4,may
24,student,single,secondary,387,no,no,4,may
35,entrepreneur,married,secondary,2971,no,no,4,may
43,technician,married,tertiary,2643,no,no,4,may
39,blue-collar,married,secondary,261,no,no,4,may
59,retired,divorced,secondary,514,no,no,4,may
50,blue-collar,married,primary,5872,yes,no,5,may
44,services,divorced,secondary,-368,yes,no,5,may
35,student,single,secondary,188,yes,no,5,may
30,blue-collar,married,secondary,61,yes,no,5,may
58,admin.,married,secondary,2160,yes,yes,5,may
37,management,married,tertiary,658,yes,no,5,may
39,management,married,tertiary,0,yes,no,5,may
31,blue-collar,single,secondary,196,yes,no,5,may
33,self-employed,single,tertiary,94,yes,no,5,may
41,management,married,tertiary,326,yes,no,5,may
44,services,married,secondary,-395,yes,no,5,may
46,blue-collar,married,unknown,9328,yes,no,5,may
30,technician,single,secondary,-522,yes,yes,5,may
35,admin.,married,secondary,1286,yes,no,5,may
27,admin.,married,secondary,710,yes,yes,6,may
39,technician,divorced,tertiary,3,no,no,6,may
32,self-employed,single,tertiary,0,yes,no,6,may
37,technician,divorced,secondary,141,yes,no,6,may
31,technician,single,secondary,53,yes,yes,6,may
30,management,divorced,tertiary,415,yes,yes,6,may
34,entrepreneur,married,tertiary,0,yes,no,6,may
31,blue-collar,single,secondary,1979,yes,yes,6,may
27,admin.,married,secondary,0,yes,no,6,may
36,management,single,tertiary,7506,yes,no,6,may
32,admin.,married,secondary,752,yes,no,6,may
49,management,married,secondary,99,yes,no,6,may
29,admin.,single,secondary,266,yes,no,6,may
29,admin.,single,secondary,27,yes,no,6,may
28,blue-collar,single,secondary,524,yes,no,6,may
60,management,married,tertiary,5990,yes,no,6,may
33,management,married,secondary,3935,yes,no,6,may
35,management,married,tertiary,991,yes,no,6,may
31,management,single,tertiary,59,yes,yes,6,may
40,management,married,tertiary,1598,yes,yes,6,may
29,management,married,tertiary,0,yes,no,6,may
35,management,married,tertiary,802,yes,no,6,may
32,management,married,tertiary,2465,yes,yes,7,may
26,management,single,tertiary,114,yes,no,7,may
42,blue-collar,married,primary,1461,yes,no,7,may
33,admin.,single,tertiary,475,yes,no,7,may
36,management,single,tertiary,4,yes,no,7,may
35,management,single,tertiary,1618,yes,yes,7,may
30,services,single,secondary,-271,yes,no,7,may
59,admin.,single,secondary,2166,yes,yes,7,may
44,blue-collar,married,primary,4031,yes,no,7,may
50,services,married,primary,5024,yes,yes,7,may
51,technician,married,secondary,-1944,yes,no,7,may
51,admin.,married,secondary,3025,no,no,7,may
60,blue-collar,married,unknown,2090,yes,no,7,may
29,technician,single,tertiary,0,yes,no,7,may
43,management,married,tertiary,1429,yes,no,7,may
31,admin.,single,secondary,0,yes,no,7,may
26,blue-collar,single,secondary,311,yes,no,7,may
23,housemaid,married,tertiary,66,yes,no,7,may
49,blue-collar,single,primary,2146,yes,no,7,may
42,unemployed,married,secondary,356,yes,no,7,may
39,blue-collar,married,secondary,62,yes,no,7,may
45,admin.,married,secondary,-106,yes,yes,7,may
45,services,divorced,secondary,608,yes,yes,7,may
39,technician,divorced,secondary,291,yes,no,7,may
45,blue-collar,divorced,secondary,-184,yes,no,7,may
39,admin.,single,secondary,2345,yes,no,8,may
23,technician,single,secondary,4,yes,no,8,may
57,admin.,married,secondary,6005,yes,no,8,may
32,blue-collar,married,secondary,333,yes,no,8,may
29,management,single,tertiary,3041,yes,no,8,may
42,management,married,tertiary,4,yes,no,8,may
47,blue-collar,divorced,primary,603,yes,yes,8,may
36,management,married,tertiary,0,yes,no,8,may
57,management,married,tertiary,830,yes,yes,8,may
36,technician,single,tertiary,962,yes,no,8,may
53,technician,single,tertiary,185,yes,no,8,may
56,blue-collar,divorced,primary,-9,yes,yes,8,may
33,admin.,divorced,tertiary,891,no,no,8,may
59,retired,married,tertiary,148,yes,yes,8,may
47,retired,married,primary,1374,no,yes,8,may
42,management,married,tertiary,-556,yes,yes,8,may
38,self-employed,single,tertiary,1612,yes,no,8,may
40,self-employed,married,secondary,0,yes,no,11,may
41,admin.,single,secondary,-109,yes,yes,11,may
43,management,divorced,tertiary,580,yes,no,11,may
24,services,married,secondary,4500,yes,no,11,may
40,services,married,secondary,-192,yes,no,11,may
40,blue-collar,married,secondary,-438,no,no,11,may
34,services,single,secondary,-701,yes,no,11,may
36,management,single,tertiary,1400,yes,no,11,may
38,services,married,secondary,5293,yes,no,11,may
39,blue-collar,married,secondary,785,yes,no,11,may
25,student,single,primary,373,yes,no,11,may
39,management,married,tertiary,763,yes,no,11,may
41,blue-collar,married,secondary,1236,yes,no,11,may
36,admin.,divorced,secondary,-811,yes,no,12,may
34,entrepreneur,married,primary,7279,yes,no,12,may
34,admin.,divorced,secondary,479,yes,no,12,may
38,housemaid,single,primary,199,yes,no,12,may
40,blue-collar,married,secondary,1808,yes,no,12,may
31,admin.,married,secondary,2,yes,yes,12,may
37,blue-collar,married,primary,-106,yes,yes,12,may
58,entrepreneur,married,secondary,670,yes,no,12,may
48,services,divorced,secondary,-361,yes,no,12,may
35,blue-collar,married,primary,159,yes,yes,12,may
34,admin.,single,secondary,151,yes,no,12,may
51,blue-collar,married,secondary,518,yes,no,12,may
39,management,single,tertiary,5073,yes,no,12,may
39,admin.,married,secondary,607,yes,no,12,may
36,blue-collar,divorced,primary,-308,yes,no,12,may
47,services,married,secondary,367,yes,no,12,may
35,blue-collar,single,secondary,855,yes,no,12,may
33,blue-collar,married,secondary,1240,yes,no,12,may
47,admin.,married,secondary,663,yes,yes,12,may
38,services,single,secondary,895,yes,no,12,may
46,blue-collar,married,primary,804,yes,no,12,may
42,blue-collar,married,primary,-407,yes,yes,12,may
47,blue-collar,married,secondary,802,yes,yes,12,may
37,admin.,single,primary,912,yes,no,12,may
31,admin.,single,tertiary,355,yes,no,12,may
46,technician,married,secondary,3,yes,yes,12,may
36,services,single,secondary,0,yes,no,12,may
40,services,married,secondary,1836,yes,no,12,may
39,management,married,tertiary,1425,yes,no,12,may
45,self-employed,divorced,tertiary,963,yes,no,12,may
59,admin.,married,secondary,145,yes,no,12,may
34,blue-collar,married,secondary,634,no,yes,12,may
40,blue-collar,married,unknown,87,yes,no,13,may
50,blue-collar,married,primary,-522,yes,no,13,may
36,blue-collar,married,primary,319,yes,no,13,may
35,admin.,single,secondary,0,yes,no,13,may
36,blue-collar,single,secondary,478,yes,no,13,may
35,blue-collar,single,primary,-276,yes,no,13,may
47,blue-collar,married,primary,4227,yes,no,13,may
47,housemaid,single,primary,2785,yes,no,13,may
38,blue-collar,married,primary,1401,no,no,13,may
33,management,single,tertiary,0,yes,no,13,may
38,blue-collar,married,primary,1852,yes,no,13,may
39,blue-collar,married,secondary,462,yes,no,13,may
43,housemaid,single,primary,800,yes,no,13,may
33,technician,married,secondary,221,yes,no,13,may
34,blue-collar,married,secondary,1089,yes,no,13,may
28,admin.,divorced,secondary,451,yes,no,13,may
34,blue-collar,married,secondary,496,yes,no,13,may
42,blue-collar,single,secondary,1080,yes,yes,13,may
33,management,married,tertiary,1064,yes,no,13,may
39,management,married,tertiary,297,yes,no,13,may
32,management,single,tertiary,3,yes,no,13,may
34,management,single,tertiary,76,yes,no,13,may
32,blue-collar,single,primary,398,yes,no,13,may
48,admin.,divorced,secondary,83,yes,no,13,may
31,admin.,married,secondary,879,yes,no,13,may
33,services,married,secondary,210,yes,no,13,may
48,services,divorced,secondary,-276,yes,yes,13,may
33,blue-collar,single,primary,863,yes,no,13,may
30,student,single,tertiary,228,yes,no,13,may
35,management,single,tertiary,1396,yes,no,13,may
51,blue-collar,divorced,primary,-19,yes,no,13,may
38,services,single,secondary,2253,yes,no,13,may
39,blue-collar,single,primary,0,yes,yes,13,may
27,blue-collar,single,primary,265,yes,no,13,may
50,technician,divorced,secondary,-54,yes,yes,13,may
34,management,single,tertiary,3821,yes,no,13,may
38,blue-collar,divorced,primary,0,yes,no,13,may
29,services,divorced,secondary,-7,yes,no,13,may
40,blue-collar,married,primary,830,yes,no,13,may
32,technician,single,tertiary,0,yes,yes,13,may
38,blue-collar,married,primary,4406,yes,no,13,may
36,admin.,divorced,secondary,437,yes,no,14,may
28,blue-collar,single,primary,54,yes,no,14,may
49,blue-collar,married,secondary,-454,yes,no,14,may
26,blue-collar,single,secondary,1006,yes,no,14,may
44,admin.,divorced,secondary,2999,yes,no,14,may
49,management,married,tertiary,85,yes,no,14,may
31,self-employed,single,tertiary,17924,yes,no,14,may
55,blue-collar,divorced,primary,8180,no,no,14,may
32,management,married,tertiary,2431,yes,no,14,may
35,services,married,secondary,341,yes,no,14,may
35,blue-collar,single,secondary,4963,yes,no,14,may
31,admin.,married,secondary,8781,yes,no,14,may
28,admin.,divorced,secondary,-504,yes,yes,14,may
39,management,married,tertiary,1738,yes,no,14,may
48,blue-collar,married,primary,214,yes,yes,14,may
32,admin.,married,secondary,684,yes,no,14,may
41,blue-collar,married,secondary,580,yes,no,14,may
34,management,married,tertiary,273,yes,no,14,may
32,blue-collar,single,secondary,811,yes,no,14,may
34,admin.,married,primary,0,yes,yes,14,may
36,self-employed,divorced,tertiary,1354,yes,no,14,may
29,admin.,divorced,secondary,-254,yes,no,14,may
54,management,divorced,tertiary,-449,yes,no,14,may
29,blue-collar,married,secondary,7863,yes,no,14,may
35,blue-collar,divorced,secondary,336,yes,no,14,may
36,blue-collar,married,secondary,1049,yes,no,14,may
37,services,married,secondary,6089,yes,no,14,may
37,management,divorced,tertiary,-42,yes,no,14,may
31,blue-collar,single,secondary,953,yes,no,14,may
33,admin.,single,secondary,315,yes,yes,14,may
59,retired,divorced,secondary,5845,no,no,14,may
30,blue-collar,married,secondary,378,yes,no,14,may
53,services,divorced,secondary,765,yes,no,14,may
26,blue-collar,married,secondary,5795,yes,no,14,may
30,admin.,single,secondary,315,yes,no,14,may
35,management,single,tertiary,916,yes,no,14,may
34,admin.,married,secondary,124,yes,no,14,may
33,services,married,secondary,207,yes,no,14,may
59,retired,married,tertiary,422,yes,no,14,may
36,technician,single,secondary,125,yes,no,15,may
34,services,single,secondary,2,yes,no,15,may
39,services,single,secondary,7066,yes,no,15,may
42,services,married,secondary,146,yes,yes,15,may
60,retired,divorced,secondary,496,yes,no,15,may
56,services,single,secondary,-40,yes,no,15,may
30,services,single,secondary,140,yes,no,15,may
26,services,married,secondary,77,yes,no,15,may
35,blue-collar,married,primary,22,yes,no,15,may
22,blue-collar,single,secondary,-51,yes,no,15,may
26,blue-collar,single,secondary,26,yes,yes,15,may
28,admin.,single,secondary,154,yes,no,15,may
35,admin.,divorced,secondary,534,no,no,15,may
35,housemaid,married,tertiary,1265,yes,no,15,may
55,technician,married,tertiary,-466,yes,no,15,may
32,services,married,secondary,38,yes,no,15,may
28,management,single,secondary,703,yes,no,15,may
31,admin.,married,secondary,685,yes,no,15,may
23,blue-collar,single,secondary,780,yes,no,15,may
26,technician,single,tertiary,-67,yes,no,15,may
46,blue-collar,married,primary,1085,yes,yes,15,may
34,blue-collar,married,secondary,29,yes,no,15,may
60,management,single,tertiary,560,no,no,15,may
28,student,single,tertiary,22,yes,no,15,may
29,services,married,secondary,6567,yes,no,15,may
39,entrepreneur,married,secondary,2139,yes,no,15,may
54,unemployed,married,secondary,582,yes,no,15,may
34,technician,single,secondary,194,yes,yes,15,may
27,services,single,secondary,353,yes,no,15,may
28,services,single,secondary,341,yes,no,15,may
39,entrepreneur,married,tertiary,-172,yes,no,15,may
60,retired,divorced,secondary,-639,yes,no,15,may
26,student,single,secondary,864,yes,no,15,may
32,management,married,secondary,134,yes,yes,15,may
40,admin.,single,secondary,50,no,no,15,may
25,admin.,single,secondary,507,yes,no,15,may
48,blue-collar,married,secondary,480,yes,no,15,may
37,entrepreneur,single,secondary,-22,yes,no,15,may
39,admin.,divorced,secondary,878,yes,no,15,may
40,admin.,married,secondary,2574,yes,no,15,may
31,management,single,tertiary,2734,yes,no,15,may
42,admin.,divorced,secondary,241,yes,no,15,may
51,blue-collar,married,primary,129,yes,no,15,may
28,management,single,tertiary,41,yes,no,15,may
32,management,married,tertiary,3387,yes,no,15,may
36,admin.,single,secondary,148,yes,no,15,may
36,blue-collar,married,secondary,249,yes,no,15,may
38,self-employed,single,tertiary,5774,yes,no,15,may
36,services,single,secondary,0,yes,no,15,may
40,blue-collar,married,primary,1841,yes,no,15,may
37,blue-collar,married,primary,2120,yes,no,15,may
51,management,single,tertiary,297,yes,no,15,may
34,services,divorced,secondary,89,yes,no,15,may
56,blue-collar,married,primary,827,yes,no,15,may
35,blue-collar,married,secondary,205,yes,yes,15,may
34,technician,married,tertiary,3743,yes,no,18,may
39,services,married,secondary,117,yes,no,18,may
29,blue-collar,married,secondary,-493,yes,no,18,may
33,management,single,tertiary,62,yes,no,18,may
40,admin.,single,secondary,2040,yes,no,18,may
22,services,single,secondary,344,yes,no,18,may
32,technician,single,secondary,230,yes,no,18,may
33,admin.,single,secondary,1277,yes,no,18,may
29,blue-collar,married,secondary,104,yes,no,18,may
29,technician,single,secondary,706,yes,no,18,may
24,blue-collar,single,secondary,174,yes,yes,18,may
31,blue-collar,single,secondary,239,yes,no,18,may
27,blue-collar,single,secondary,513,yes,yes,18,may
32,management,single,tertiary,7290,yes,no,18,may
30,blue-collar,single,secondary,5909,yes,no,18,may
27,services,single,secondary,-195,yes,no,18,may
55,blue-collar,married,secondary,3917,yes,no,18,may
28,admin.,single,secondary,352,yes,yes,18,may
29,technician,single,tertiary,615,yes,no,18,may
55,retired,divorced,tertiary,0,no,no,18,may
25,blue-collar,single,secondary,217,yes,no,18,may
36,housemaid,single,secondary,1015,yes,no,18,may
27,blue-collar,married,unknown,409,yes,no,18,may
25,services,single,secondary,1119,yes,no,18,may
32,blue-collar,single,primary,12198,yes,no,18,may
33,admin.,single,tertiary,235,yes,no,18,may
38,entrepreneur,married,tertiary,170,yes,no,18,may
45,technician,divorced,secondary,-357,yes,yes,18,may
30,blue-collar,single,secondary,2145,yes,no,18,may
32,blue-collar,married,primary,-454,yes,yes,18,may
26,blue-collar,single,primary,-887,yes,no,18,may
25,blue-collar,single,primary,292,yes,yes,18,may
33,blue-collar,married,secondary,139,yes,yes,18,may
32,technician,single,tertiary,2684,yes,no,18,may
34,blue-collar,married,primary,-1,yes,no,18,may
29,management,married,tertiary,1387,yes,no,18,may
28,self-employed,married,secondary,-522,yes,yes,18,may
38,technician,single,secondary,-242,yes,no,18,may
35,services,single,secondary,719,yes,no,18,may
28,admin.,single,secondary,0,yes,yes,18,may
29,unemployed,single,tertiary,497,yes,no,18,may
20,blue-collar,single,secondary,76,yes,no,18,may
45,admin.,divorced,secondary,397,yes,yes,22,may
37,management,married,tertiary,3723,no,no,22,may
32,technician,single,tertiary,1625,no,no,22,may
59,admin.,married,secondary,106,no,no,22,may
37,services,married,secondary,1543,yes,no,22,may
59,management,married,tertiary,2239,no,no,22,may
27,technician,divorced,secondary,1977,yes,no,22,may
39,management,single,tertiary,0,yes,no,22,may
43,services,married,secondary,2145,no,no,22,may
39,technician,married,secondary,116,no,no,22,may
26,student,single,secondary,620,no,no,22,may
39,management,single,tertiary,307,no,no,22,may
43,management,divorced,unknown,7702,no,no,22,may
27,student,single,tertiary,3733,yes,no,22,may
32,services,single,secondary,3993,no,no,22,may
29,management,single,tertiary,428,no,no,22,may
42,management,married,primary,5310,yes,no,22,may
53,blue-collar,married,unknown,2509,no,no,22,may
36,management,married,tertiary,255,no,no,22,may
27,management,single,tertiary,616,yes,no,22,may
43,admin.,single,secondary,733,yes,no,25,may
60,retired,divorced,tertiary,439,no,yes,25,may
29,technician,single,secondary,590,no,no,25,may
26,blue-collar,single,tertiary,567,no,no,25,may
26,student,single,unknown,689,no,no,25,may
28,technician,single,tertiary,386,no,no,25,may
28,technician,single,tertiary,0,yes,no,25,may
28,management,single,tertiary,957,no,no,25,may
40,technician,married,secondary,312,no,no,25,may
24,blue-collar,single,secondary,167,no,yes,25,may
56,retired,divorced,tertiary,13094,no,no,25,may
34,management,single,tertiary,5086,no,no,25,may
28,admin.,single,secondary,707,yes,no,25,may
37,services,married,secondary,466,yes,yes,25,may
